dataset_path,k,alpha,beta,gamma,test_select_accuracy,train_select_accuracy,test_sample_accuracy,train_sample_accuracy,num_verifiers,verifiers,train_file,test_file,dataset_name,dataset_type,model_size,greedy_score
wfang11/math500-llama8b-10-10-80-dev,10,1.0,0.25,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b0.25_g0.5.csv,results/math500-llama8b/weaver_test_k10_b0.25_g0.5.csv,math500-llama8b,MATH-500,8B,2.701880861917302
wfang11/math500-llama8b-10-10-80-dev,10,1.0,0.25,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b0.25_g1.0.csv,results/math500-llama8b/weaver_test_k10_b0.25_g1.0.csv,math500-llama8b,MATH-500,8B,-0.7611977491123968
wfang11/math500-llama8b-10-10-80-dev,10,1.0,0.5,0.25,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b0.5_g0.25.csv,results/math500-llama8b/weaver_test_k10_b0.5_g0.25.csv,math500-llama8b,MATH-500,8B,3.268026562950588
wfang11/math500-llama8b-10-10-80-dev,10,1.0,0.5,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b0.5_g0.5.csv,results/math500-llama8b/weaver_test_k10_b0.5_g0.5.csv,math500-llama8b,MATH-500,8B,1.569037583032367
wfang11/math500-llama8b-10-10-80-dev,10,1.0,0.5,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b0.5_g1.0.csv,results/math500-llama8b/weaver_test_k10_b0.5_g1.0.csv,math500-llama8b,MATH-500,8B,-1.9786156303171427
wfang11/math500-llama8b-10-10-80-dev,10,1.0,1.0,0.25,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b1.0_g0.25.csv,results/math500-llama8b/weaver_test_k10_b1.0_g0.25.csv,math500-llama8b,MATH-500,8B,1.5565591538335082
wfang11/math500-llama8b-10-10-80-dev,10,1.0,1.0,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b1.0_g0.5.csv,results/math500-llama8b/weaver_test_k10_b1.0_g0.5.csv,math500-llama8b,MATH-500,8B,-0.24988431033123637
wfang11/math500-llama8b-10-10-80-dev,10,1.0,1.0,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k10_b1.0_g1.0.csv,results/math500-llama8b/weaver_test_k10_b1.0_g1.0.csv,math500-llama8b,MATH-500,8B,-3.937384310331236
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.25,0.25,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.25_g0.25.csv,results/math500-llama8b/weaver_test_k15_b0.25_g0.25.csv,math500-llama8b,MATH-500,8B,5.411102375977766
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.25,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.25_g0.5.csv,results/math500-llama8b/weaver_test_k15_b0.25_g0.5.csv,math500-llama8b,MATH-500,8B,2.6493339320672904
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.25,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.25_g1.0.csv,results/math500-llama8b/weaver_test_k15_b0.25_g1.0.csv,math500-llama8b,MATH-500,8B,-3.0381660679327096
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.5,0.25,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.5_g0.25.csv,results/math500-llama8b/weaver_test_k15_b0.5_g0.25.csv,math500-llama8b,MATH-500,8B,3.234739010114047
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.5,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.5_g0.5.csv,results/math500-llama8b/weaver_test_k15_b0.5_g0.5.csv,math500-llama8b,MATH-500,8B,0.5853152004508757
wfang11/math500-llama8b-10-10-80-dev,15,1.0,0.5,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b0.5_g1.0.csv,results/math500-llama8b/weaver_test_k15_b0.5_g1.0.csv,math500-llama8b,MATH-500,8B,-5.102184799549124
wfang11/math500-llama8b-10-10-80-dev,15,1.0,1.0,0.25,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b1.0_g0.25.csv,results/math500-llama8b/weaver_test_k15_b1.0_g0.25.csv,math500-llama8b,MATH-500,8B,-0.28948783065003114
wfang11/math500-llama8b-10-10-80-dev,15,1.0,1.0,0.5,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b1.0_g0.5.csv,results/math500-llama8b/weaver_test_k15_b1.0_g0.5.csv,math500-llama8b,MATH-500,8B,-3.1443373832237453
wfang11/math500-llama8b-10-10-80-dev,15,1.0,1.0,1.0,0.82,0.82,0.7576,0.7576,20,"ArmorRM (8B), GPM (8B), InternLM2 (7B), GRM_LLama32 (3B), OffsetBias (8B), GRM_GEMMA (2B), Skyworks (8B), URM (8B), QRM (8B), EurusPRMStage2_min_scores (7.62B), EurusPRMStage2_max_scores (7.62B), EurusPRMStage2_avg_scores (7.62B), GRM (8B), EurusPRMStage1_min_scores (7.62B), EurusPRMStage1_max_scores (7.62B), EurusPRMStage1_avg_scores (7.62B), QwenPRM_min_scores (7.63B), QwenPRM_max_scores (7.63B), QwenPRM_avg_scores (7.63B), weaver_scores",results/math500-llama8b/weaver_train_k15_b1.0_g1.0.csv,results/math500-llama8b/weaver_test_k15_b1.0_g1.0.csv,math500-llama8b,MATH-500,8B,-8.831837383223744
