k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB,num_verifiers,total_param_GB
10,1.0,0.25,0.5,2.701880861917302,0.08423877206086483,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRMGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0",10,58.0
10,1.0,0.25,1.0,-0.7611977491123968,-0.30540583758598394,"internlm_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores","0.0, 2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0",10,54.0
10,1.0,0.5,0.25,3.268026562950588,0.16515415250899956,"QwenPRM_min_scores, internlm_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, GPM_scores, QwenPRM_max_scores","7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0",10,64.0
10,1.0,0.5,0.5,1.569037583032367,-0.05359584749100044,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage1_avg_scores, GRMGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0",10,58.0
10,1.0,0.5,1.0,-1.9786156303171427,-0.45273663644578904,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores","0.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0",10,54.0
10,1.0,1.0,0.25,1.5565591538335082,-0.09530234125690695,"QwenPRM_min_scores, GRMLlama32_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, internlm_scores, QwenPRM_max_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores","7.0, 3.0, 8.0, 7.0, 7.0, 0.0, 7.0, 7.0, 7.0, 7.0",10,60.0
10,1.0,1.0,0.5,-0.24988431033123637,-0.3292650865947311,"internlm_scores, GPM_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRMGemma_scores, EurusPRMStage2_min_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores","0.0, 8.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0",10,59.0
10,1.0,1.0,1.0,-3.937384310331236,-0.7667650865947311,"internlm_scores, GPM_scores, EurusPRMStage1_avg_scores, GRMGemma_scores, QwenPRM_avg_scores, EurusPRMStage2_min_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores","0.0, 8.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0",10,59.0
15,1.0,0.25,0.25,5.411102375977766,0.08991016103116606,"QwenPRM_min_scores, internlm_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage2_min_scores, GRMGemma_scores, GRM_scores, InternLM2Reward7B_scores, GRMLlama32_scores","7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 2.0, 8.0, 7.0, 3.0",15,91.0
15,1.0,0.25,0.5,2.6493339320672904,-0.0736894830280504,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRMGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage2_min_scores, GPM_scores, GRMLlama32_scores, InternLM2Reward7B_scores, GRM_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 8.0",15,91.0
15,1.0,0.25,1.0,-3.0381660679327096,-0.5736894830280503,"internlm_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage2_min_scores, GPM_scores, InternLM2Reward7B_scores, GRM_scores","0.0, 2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0",15,91.0
15,1.0,0.5,0.25,3.234739010114047,-0.13249906084051022,"QwenPRM_min_scores, internlm_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, GPM_scores, QwenPRM_max_scores, GRMGemma_scores, EurusPRMStage2_min_scores, GRM_scores, InternLM2Reward7B_scores, GRMLlama32_scores","7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 2.0, 7.0, 8.0, 7.0, 3.0",15,91.0
15,1.0,0.5,0.5,0.5853152004508757,-0.30331731780321625,"internlm_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage1_avg_scores, GRMGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage2_min_scores, GRMLlama32_scores, GRM_scores, InternLM2Reward7B_scores","0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 3.0, 8.0, 7.0",15,91.0
15,1.0,0.5,1.0,-5.102184799549124,-0.7430032080436844,"internlm_scores, EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, QwenPRM_min_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage2_min_scores, InternLM2Reward7B_scores, GRM_scores","0.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 8.0",15,91.0
15,1.0,1.0,0.25,-0.28948783065003114,-0.5839446021438117,"QwenPRM_min_scores, GRMLlama32_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, internlm_scores, QwenPRM_max_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_max_scores, EurusPRMStage2_min_scores, GRM_scores, GRMGemma_scores, InternLM2Reward7B_scores","7.0, 3.0, 8.0, 7.0, 7.0, 0.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 2.0, 7.0",15,91.0
15,1.0,1.0,0.5,-3.1443373832237453,-0.8026946021438117,"internlm_scores, GPM_scores, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRMGemma_scores, EurusPRMStage2_min_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, GRM_scores, GRMLlama32_scores, InternLM2Reward7B_scores","0.0, 8.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0",15,91.0
15,1.0,1.0,1.0,-8.831837383223744,-1.2401946021438117,"internlm_scores, GPM_scores, EurusPRMStage1_avg_scores, GRMGemma_scores, QwenPRM_avg_scores, EurusPRMStage2_min_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, GRM_scores, InternLM2Reward7B_scores","0.0, 8.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0",15,91.0
