k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB,num_verifiers,total_param_GB
10,1.0,0.25,1.0,6.816808153230459,0.5374497851911921,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, QwenPRM_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, SkyT1_verdicts, QwenPRM_avg_scores, GRM_scores, EurusPRMStage2_max_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 7.0, 8.0, 7.0",10,122.0
10,1.0,0.5,0.25,6.382037816849863,0.48306700036274763,"DeepSeekQwen32B_verdicts, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, Qwen72B_scores, InternLM2Reward7B_scores, Llama-3.3-70B-Instruct_verdicts","32.0, 8.0, 7.0, 7.0, 7.0, 7.0, 32.0, 72.0, 7.0, 70.0",10,249.0
10,1.0,0.5,0.5,6.247167487499339,0.4587923355352309,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, Qwen72B_scores, InternLM2Reward7B_scores, LDLRewardGemma_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 72.0, 7.0, 27.0",10,206.0
10,1.0,0.5,1.0,6.013033083046346,0.4254590022018976,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, LDLRewardGemma_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 7.0, 7.0, 27.0",10,141.0
10,1.0,1.0,0.25,4.993138848676206,0.28216484164592365,"DeepSeekQwen32B_verdicts, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, Qwen72B_scores, QwenPRM_min_scores, LDLRewardGemma_scores, SkyT1_verdicts, InternLM2Reward7B_scores","32.0, 8.0, 7.0, 7.0, 7.0, 72.0, 7.0, 27.0, 32.0, 7.0",10,206.0
10,1.0,1.0,0.5,5.030680543053012,0.27784385399160266,"QwenPRM_max_scores, GPM_scores, SkyT1_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, DeepSeekQwen32B_verdicts, LDLRewardGemma_scores, Qwen72B_scores, InternLM2Reward7B_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 27.0, 72.0, 7.0",10,206.0
10,1.0,1.0,1.0,4.903069439279049,0.23776169797135455,"QwenPRM_max_scores, GPM_scores, InternLM2Reward7B_scores, LDLRewardGemma_scores, DeepSeekQwen32B_verdicts, EurusPRMStage1_avg_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores, SkyT1_verdicts","7.0, 8.0, 7.0, 27.0, 32.0, 7.0, 7.0, 7.0, 7.0, 32.0",10,141.0
15,1.0,0.25,0.25,10.141321459461867,0.5504127481541551,"DeepSeekQwen32B_verdicts, QwenPRM_max_scores, GPM_scores, QwenPRM_min_scores, SkyT1_verdicts, EurusPRMStage2_avg_scores, Qwen72B_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, GRM_scores, WizardLM-2-8x22B_verdicts, DeepSeekLlama70B_verdicts, LDLRewardGemma_scores, EurusPRMStage2_max_scores","32.0, 7.0, 8.0, 7.0, 32.0, 7.0, 72.0, 70.0, 7.0, 7.0, 8.0, 176.0, 70.0, 27.0, 7.0",15,537.0
15,1.0,0.25,0.5,9.853868311382158,0.5420581102923653,"QwenPRM_max_scores, DeepSeekQwen32B_verdicts, GPM_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, SkyT1_verdicts, EurusPRMStage1_avg_scores, QwenPRM_avg_scores, Qwen72B_scores, Llama-3.3-70B-Instruct_verdicts, GRM_scores, DeepSeekLlama70B_verdicts, LDLRewardGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores","7.0, 32.0, 8.0, 7.0, 7.0, 32.0, 7.0, 7.0, 72.0, 70.0, 8.0, 70.0, 27.0, 7.0, 7.0",15,368.0
15,1.0,0.25,1.0,9.443910541896221,0.5141922433047343,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, QwenPRM_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, SkyT1_verdicts, QwenPRM_avg_scores, GRM_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, Llama-3.3-70B-Instruct_verdicts, InternLM2Reward7B_scores, Qwen72B_scores, LDLRewardGemma_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 7.0, 8.0, 7.0, 7.0, 70.0, 7.0, 72.0, 27.0",15,305.0
15,1.0,0.5,0.25,8.635605968190557,0.4236460806901093,"DeepSeekQwen32B_verdicts, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, Qwen72B_scores, InternLM2Reward7B_scores, Llama-3.3-70B-Instruct_verdicts, LDLRewardGemma_scores, EurusPRMStage2_max_scores, DeepSeekLlama70B_verdicts, WizardLM-2-8x22B_verdicts, QwenPRM_avg_scores","32.0, 8.0, 7.0, 7.0, 7.0, 7.0, 32.0, 72.0, 7.0, 70.0, 27.0, 7.0, 70.0, 176.0, 7.0",15,536.0
15,1.0,0.5,0.5,8.364087231039818,0.39978312758279616,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, Qwen72B_scores, InternLM2Reward7B_scores, LDLRewardGemma_scores, EurusPRMStage2_max_scores, Llama-3.3-70B-Instruct_verdicts, QwenPRM_avg_scores, DeepSeekLlama70B_verdicts, GRM_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 72.0, 7.0, 27.0, 7.0, 70.0, 7.0, 70.0, 8.0",15,368.0
15,1.0,0.5,1.0,7.946966971383322,0.353437370733118,"QwenPRM_max_scores, GPM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, SkyT1_verdicts, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, LDLRewardGemma_scores, Qwen72B_scores, QwenPRM_avg_scores, GRM_scores, EurusPRMStage1_min_scores, Llama-3.3-70B-Instruct_verdicts","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 7.0, 7.0, 27.0, 72.0, 7.0, 8.0, 7.0, 70.0",15,305.0
15,1.0,1.0,0.25,5.828036647287318,0.13027852281864025,"DeepSeekQwen32B_verdicts, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, Qwen72B_scores, QwenPRM_min_scores, LDLRewardGemma_scores, SkyT1_verdicts, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, DeepSeekLlama70B_verdicts, WizardLM-2-8x22B_verdicts, Llama-3.3-70B-Instruct_verdicts","32.0, 8.0, 7.0, 7.0, 7.0, 72.0, 7.0, 27.0, 32.0, 7.0, 7.0, 72.0, 70.0, 176.0, 70.0",15,601.0
15,1.0,1.0,0.5,5.655123289548904,0.058320044117907234,"QwenPRM_max_scores, GPM_scores, SkyT1_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, DeepSeekQwen32B_verdicts, LDLRewardGemma_scores, Qwen72B_scores, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, DeepSeekLlama70B_verdicts, Llama-3.3-70B-Instruct_verdicts, GRM_scores","7.0, 8.0, 32.0, 7.0, 7.0, 7.0, 32.0, 27.0, 72.0, 7.0, 7.0, 72.0, 70.0, 70.0, 8.0",15,433.0
15,1.0,1.0,1.0,5.21423874552847,0.011931675030532485,"QwenPRM_max_scores, GPM_scores, InternLM2Reward7B_scores, LDLRewardGemma_scores, DeepSeekQwen32B_verdicts, EurusPRMStage1_avg_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_max_scores, SkyT1_verdicts, Qwen72B_scores, GRM_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, DeepSeekLlama70B_verdicts, EurusPRMStage1_min_scores","7.0, 8.0, 7.0, 27.0, 32.0, 7.0, 7.0, 7.0, 7.0, 32.0, 72.0, 8.0, 72.0, 70.0, 7.0",15,370.0
