cluster_id,k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB
0,10,1.0,0.5,0.5,1.1094034771276302,-0.07294525488043102,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0"
0,10,1.0,0.5,1.0,-2.70309652287237,-0.49405716075973344,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,0.25,1.7568944078428084,-0.18052846962575975,"QwenPRM_min_scores, GPM_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, QwenPRM_avg_scores","7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,0.5,-0.3892170425204935,-0.42865972572766176,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, GPM_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0"
0,10,1.0,1.0,1.0,-4.342189406722747,-0.8367784696257597,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, GPM_scores, QwenPRM_avg_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0"
0,15,1.0,0.25,0.25,4.904623269397296,0.16966015975887627,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, GRM_scores, EurusPRMStage1_min_scores, Skyworks_scores, GRMLlama32_scores, EurusPRMStage1_avg_scores, QRM_scores, EurusPRMStage2_min_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 3.0, 7.0, 8.0, 7.0"
0,15,1.0,0.25,0.5,1.8109423940875717,-0.06182386108109578,"GRMGemma_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_min_scores, GRM_scores, EurusPRMStage1_avg_scores, Skyworks_scores, EurusPRMStage2_min_scores, QRM_scores","2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 7.0, 8.0"
0,15,1.0,0.25,1.0,-4.376557605912429,-0.5618238610810957,"GRMGemma_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, GRM_scores, EurusPRMStage2_min_scores, Skyworks_scores, QRM_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 8.0"
0,15,1.0,0.5,0.25,2.9852080827983722,-0.007814896741921873,"QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRM_scores, EurusPRMStage1_avg_scores, Skyworks_scores, GPM_scores, GRMLlama32_scores, EurusPRMStage2_min_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 8.0, 3.0, 7.0"
0,15,1.0,0.5,0.5,0.07259344465995293,-0.2270959420915748,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, GRM_scores, EurusPRMStage1_avg_scores, Skyworks_scores, EurusPRMStage2_min_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 8.0, 7.0, 8.0, 7.0, 8.0"
0,15,1.0,0.5,1.0,-6.114906555340047,-0.7270959420915748,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_min_scores, GRM_scores, Skyworks_scores, GPM_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0"
0,15,1.0,1.0,0.25,0.011323920118937347,-0.41428075933802255,"QwenPRM_min_scores, GPM_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, QwenPRM_avg_scores, GRMGemma_scores, GRM_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_min_scores, Skyworks_scores","7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 8.0, 7.0, 7.0, 8.0"
0,15,1.0,1.0,0.5,-3.268337576856098,-0.6642807593380226,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, GPM_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, EurusPRMStage1_avg_scores, GRM_scores, EurusPRMStage2_min_scores, Skyworks_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0, 8.0"
0,15,1.0,1.0,1.0,-9.455837576856098,-1.1642807593380224,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, GPM_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_min_scores, GRM_scores, Skyworks_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,5,1.0,0.25,0.25,2.3361299312941775,0.36546663708559124,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores","7.0, 2.0, 7.0, 7.0, 7.0"
1,5,1.0,0.25,0.5,1.4565630834384398,0.18683955086484438,"GRMGemma_scores, QwenPRM_avg_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores","2.0, 7.0, 3.0, 7.0, 7.0"
1,5,1.0,0.25,1.0,-0.16843691656156023,-0.2506604491351556,"GRMGemma_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_min_scores, QwenPRM_max_scores","2.0, 3.0, 7.0, 7.0, 7.0"
1,5,1.0,0.5,0.25,2.0217728400263697,0.27695160749287595,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores","7.0, 2.0, 7.0, 7.0, 7.0"
1,5,1.0,0.5,0.5,1.2487002506339058,0.05820160749287595,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 7.0, 7.0"
1,5,1.0,0.5,1.0,-0.438739339607198,-0.37341381184872713,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_max_scores","2.0, 7.0, 3.0, 7.0, 7.0"
1,5,1.0,1.0,0.25,1.915142087220866,0.20917735048023778,"QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, GRMGemma_scores, QwenPRM_max_scores","7.0, 8.0, 7.0, 2.0, 7.0"
1,5,1.0,1.0,0.5,1.4909712239694854,0.026741789936133964,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores","2.0, 8.0, 7.0, 7.0, 7.0"
1,5,1.0,1.0,1.0,-0.4465287760305145,-0.41075821006386604,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores","2.0, 8.0, 7.0, 7.0, 7.0"
1,10,1.0,0.25,0.25,3.904786782470368,0.2776954978762377,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, Skyworks_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0"
1,10,1.0,0.25,0.5,1.9481068000659527,0.027695497876237707,"GRMGemma_scores, QwenPRM_avg_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, Skyworks_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0"
1,10,1.0,0.25,1.0,-1.8714804866123287,-0.4168917888020439,"GRMGemma_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,0.5,0.25,2.812594399862244,0.08951201725177216,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0"
1,10,1.0,0.5,0.5,1.0892032522779633,-0.07829398296892714,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GRMLlama32_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,0.5,1.0,-2.7232967477220367,-0.5157939829689271,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,1.0,0.25,1.4700150730602153,-0.2783470508268594,"QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores","7.0, 8.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,1.0,0.5,-0.011182230877526567,-0.4603734915132204,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, GRMLlama32_scores","2.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0"
1,10,1.0,1.0,1.0,-3.8861822308775262,-0.8610517625721882,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores","2.0, 8.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0"
1,15,1.0,0.25,0.25,5.038494323674226,0.17164285380650174,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, Skyworks_scores, GRM_scores, QRM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0"
1,15,1.0,0.25,0.5,1.9255643412698116,-0.04710714619349826,"GRMGemma_scores, QwenPRM_avg_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, Skyworks_scores, GRM_scores, EurusPRMStage1_min_scores, QRM_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 7.0, 7.0"
1,15,1.0,0.25,1.0,-4.261935658730189,-0.5058597823640267,"GRMGemma_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_min_scores, Skyworks_scores, GRM_scores, EurusPRMStage1_avg_scores, QRM_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0"
1,15,1.0,0.5,0.25,2.9448456865187076,0.004105304523732589,"QwenPRM_min_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, GRM_scores, Skyworks_scores, EurusPRMStage2_min_scores, QRM_scores, GPM_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 8.0, 8.0, 7.0, 8.0, 8.0"
1,15,1.0,0.5,0.5,0.011519191651936378,-0.24489794885896532,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GRMLlama32_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, GRM_scores, Skyworks_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, QRM_scores","2.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 7.0, 8.0"
1,15,1.0,0.5,1.0,-6.175980808348064,-0.7448979488589653,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_avg_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, Skyworks_scores, QRM_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0"
1,15,1.0,1.0,0.25,-0.44655313349484527,-0.412458925232295,"QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, GRMGemma_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, EurusPRMStage2_min_scores, GRM_scores, EurusPRMStage1_avg_scores, Skyworks_scores","7.0, 8.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0, 8.0"
1,15,1.0,1.0,0.5,-2.995723996746226,-0.662458925232295,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, GRMLlama32_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, Skyworks_scores","2.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,1.0,1.0,-9.183223996746225,-1.162458925232295,"GRMGemma_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, EurusPRMStage1_avg_scores, GRM_scores, Skyworks_scores","2.0, 8.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,5,1.0,0.25,0.25,2.1643872784081033,0.34278204271732593,"QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores","7.0, 2.0, 7.0, 7.0, 7.0"
2,5,1.0,0.25,0.5,1.3955212702505135,0.16101708057956943,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores","2.0, 7.0, 7.0, 3.0, 7.0"
2,5,1.0,0.25,1.0,-0.2361784395343508,-0.2764829194204306,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores","2.0, 3.0, 7.0, 7.0, 7.0"
2,5,1.0,0.5,0.25,1.947233649419216,0.2848466500078596,"QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores","7.0, 2.0, 7.0, 7.0, 7.0"
2,5,1.0,0.5,0.5,1.2680446314154685,0.06609665000785958,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 7.0, 7.0"
2,5,1.0,0.5,1.0,-0.48689859222378673,-0.349135381444467,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores","2.0, 7.0, 7.0, 3.0, 7.0"
2,5,1.0,1.0,0.25,1.8860037593016092,0.20138125046047894,"QwenPRM_min_scores, GPM_scores, GRMGemma_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores","7.0, 8.0, 2.0, 7.0, 7.0"
2,5,1.0,1.0,0.5,1.397910566779002,0.0378115556835289,"GRMGemma_scores, GPM_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_max_scores","2.0, 8.0, 7.0, 7.0, 7.0"
2,5,1.0,1.0,1.0,-0.5395894332209984,-0.3996884443164711,"GRMGemma_scores, GPM_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage2_max_scores","2.0, 8.0, 7.0, 7.0, 7.0"
2,10,1.0,0.25,0.25,3.7257875689638937,0.2617327724497218,"QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,0.25,0.5,1.9413796745577783,0.09377767537340964,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,0.25,1.0,-1.8778200352270862,-0.34372232462659036,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,0.5,0.25,2.744171035494007,0.07774543683353963,"QwenPRM_min_scores, GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, GPM_scores","7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0"
2,10,1.0,0.5,0.5,1.043526685024179,-0.09204566210470211,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, GRMLlama32_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0"
2,10,1.0,0.5,1.0,-2.769792306006937,-0.5295456621047021,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
